movie,year,rating,genre,runtime_min,imdb,metascore,votes
Transformers: Robots in Disguise,2000.0,G,"['Animation', ' Action', ' Adventure']",22.0,6.6,,551.0
The Groundstar Conspiracy,1972.0,PG,"['Action', ' Crime', ' Mystery']",96.0,6.0,,674.0
Time Toys,2016.0,NR,"['Family', ' Sci-Fi']",87.0,4.7,,321.0
ADXM,2022.0,,"['Short', ' Sci-Fi']",,,,
Algorithm: BLISS,2020.0,,"['Drama', ' Horror', ' Romance']",101.0,5.0,,2658.0
Be More Chill,,,"['Comedy', ' Musical', ' Sci-Fi']",,,,
41,2012.0,PG-13,"['Drama', ' Sci-Fi']",80.0,6.2,,2357.0
Septic Man,2013.0,R,"['Horror', ' Sci-Fi']",83.0,4.1,8.0,827.0
Cute Little Buggers,2017.0,,"['Comedy', ' Horror', ' Sci-Fi']",108.0,3.3,,400.0
Passion of Mind,2000.0,PG-13,"['Drama', ' Mystery', ' Romance']",105.0,5.5,28.0,3453.0
Ciência Travessa,2004.0,,"['Adventure', ' Comedy', ' Drama']",30.0,7.3,,707.0
Solar Impact,2019.0,,"['Horror', ' Sci-Fi']",86.0,3.5,,701.0
Ronin Warriors,1988.0,PG-13,"['Animation', ' Action', ' Adventure']",23.0,7.4,,843.0
Year Million,2017.0,,"['Documentary', ' Drama', ' Sci-Fi']",47.0,7.4,,619.0
Splinter Cell,,,"['Animation', ' Action', ' Adventure']",,,,
Sonic Villains,,,"['Animation', ' Action', ' Adventure']",90.0,,,
Interstelar 2: Operation Terra 2040,2016.0,,"['Action', ' Comedy', ' Horror']",49.0,1.5,,132.0
Sexmission,1984.0,,"['Adventure', ' Comedy', ' Sci-Fi']",117.0,7.5,,13330.0
State of Emergency,2011.0,NR,"['Horror', ' Sci-Fi', ' Thriller']",90.0,5.2,,3055.0
Universe's Most Wanted,,,['Sci-Fi'],,,,
Creative Control,2015.0,R,"['Drama', ' Sci-Fi']",97.0,5.4,58.0,2214.0
Wing Commander III: Heart of the Tiger,1994.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,8.8,,796.0
Robot Carnival,1987.0,,"['Animation', ' Comedy', ' Drama']",90.0,6.8,,2560.0
3-2-1 Penguins!,2000.0,G,"['Animation', ' Short', ' Adventure']",,6.6,,233.0
ARK: Survival Evolved,2015.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,6.9,,1250.0
Batman: The Enemy Within,2017.0,PG-13,"['Action', ' Crime', ' Drama']",,8.4,,1955.0
Panic,1982.0,R,"['Horror', ' Sci-Fi']",90.0,3.5,,762.0
Batman: Return to Arkham,2016.0,PG-13,"['Action', ' Adventure', ' Crime']",,9.2,,1841.0
Beleznica profesora Miskovica,2021.0,,"['Mystery', ' Sci-Fi', ' Thriller']",50.0,7.1,,565.0
Zaat,1971.0,PG,"['Horror', ' Sci-Fi']",100.0,2.1,,5153.0
Space Battleship Yamato,1974.0,,"['Animation', ' Action', ' Adventure']",30.0,8.1,,600.0
The Fix,,,"['Action', ' Sci-Fi']",,,,
Kiddy Grade,2002.0,PG,"['Animation', ' Action', ' Adventure']",25.0,6.9,,351.0
Incontrol,2017.0,,"['Drama', ' Sci-Fi', ' Thriller']",82.0,4.3,,587.0
Kamen Rider W,2009.0,PG,"['Action', ' Adventure', ' Comedy']",25.0,8.3,,578.0
Journey to Saturn,2008.0,NR,"['Animation', ' Action', ' Adventure']",90.0,5.7,,2955.0
Atomic Betty,2004.0,G,"['Animation', ' Action', ' Adventure']",30.0,5.5,,2033.0
Errors of the Human Body,2012.0,NR,"['Drama', ' Horror', ' Mystery']",101.0,5.3,,2324.0
Hangar 1: The UFO Files,2014.0,PG,"['Mystery', ' Reality-TV', ' Sci-Fi']",,7.2,,1003.0
Stranded,2013.0,NR,"['Horror', ' Sci-Fi']",84.0,3.5,27.0,4136.0
The Artifice Girl,2022.0,,['Sci-Fi'],,8.6,,15.0
Maneater,2020.0,PG-13,"['Action', ' Adventure', ' Horror']",,6.9,,406.0
Fear the Walking Dead: The Althea Tapes,2019.0,,"['Drama', ' Horror', ' Sci-Fi']",,5.0,,171.0
No Guns Life,2019.0,PG-13,"['Animation', ' Action', ' Sci-Fi']",,6.7,,621.0
Red Faction: Origins,2011.0,NR,"['Action', ' Sci-Fi']",88.0,5.1,,3777.0
Asteroid,1997.0,PG,"['Sci-Fi', ' Thriller']",122.0,4.6,,2047.0
Action Replayy,2010.0,PG,"['Comedy', ' Romance', ' Sci-Fi']",129.0,4.2,,6379.0
Silk - O Primeiro Espírito Capturado,2006.0,NR,"['Horror', ' Mystery', ' Sci-Fi']",108.0,6.4,,3354.0
Rise of the Dinosaurs,2013.0,R,"['Action', ' Adventure', ' Comedy']",83.0,2.4,,1341.0
Super Giant Robot Brothers,2022.0,G,"['Animation', ' Action', ' Adventure']",26.0,6.6,,157.0
Riddick: Blindsided,2013.0,,"['Animation', ' Short', ' Action']",6.0,6.1,,1775.0
Command & Conquer: Red Alert 3 - Uprising,2009.0,PG-13,"['Action', ' Sci-Fi', ' War']",,7.7,,389.0
Street Fighter: The Animated Series,1995.0,G,"['Animation', ' Action', ' Adventure']",22.0,5.7,,483.0
Extraordinary: The Stan Romanek Story,2013.0,NR,"['Documentary', ' Drama', ' Sci-Fi']",105.0,3.8,,1778.0
Nautilus,2000.0,R,"['Action', ' Sci-Fi']",97.0,3.5,,256.0
Time Escapade: 5 Seconds Til Climax,1986.0,,"['Comedy', ' Sci-Fi']",76.0,5.9,,82.0
The H-Man,1958.0,G,"['Crime', ' Horror', ' Sci-Fi']",79.0,6.0,,1465.0
Incident at Loch Ness,2004.0,PG-13,"['Adventure', ' Comedy', ' Fantasy']",94.0,6.5,62.0,4199.0
The Terminators,2009.0,NR,"['Action', ' Adventure', ' Horror']",89.0,2.0,,2628.0
Interrogator,2022.0,,"['Animation', ' Action', ' Crime']",,7.5,,53.0
First Man Into Space,1959.0,NR,"['Drama', ' Horror', ' Sci-Fi']",77.0,5.4,,1524.0
Futra Days,2022.0,,"['Drama', ' Romance', ' Sci-Fi']",99.0,7.8,,12.0
The Apocalypse,2007.0,NR,"['Action', ' Adventure', ' Drama']",94.0,1.6,,2827.0
Up from the Depths,1979.0,R,"['Action', ' Adventure', ' Comedy']",85.0,3.3,,893.0
Chobits,2002.0,PG-13,"['Animation', ' Comedy', ' Drama']",,7.3,,4469.0
Rainbow Brite and the Star Stealer,1985.0,G,"['Animation', ' Adventure', ' Family']",85.0,6.7,,1273.0
Infested,2002.0,R,"['Action', ' Adventure', ' Comedy']",84.0,2.9,,1380.0
Man Facing Southeast,1986.0,R,"['Drama', ' Mystery', ' Sci-Fi']",105.0,7.6,,4220.0
Robodoc,2009.0,R,"['Comedy', ' Sci-Fi']",96.0,4.1,,827.0
Star Wars: Young Jedi Adventures,2023.0,,"['Animation', ' Action', ' Adventure']",,,,
Starman,,PG-13,"['Adventure', ' Drama', ' Romance']",115.0,,,
Battle in Space: The Armada Attacks,2021.0,,"['Action', ' Sci-Fi']",90.0,2.4,,284.0
Angel of H.E.A.T.,1983.0,R,"['Action', ' Comedy', ' Sci-Fi']",93.0,4.0,,476.0
WHIH News Front,2015.0,PG,['Sci-Fi'],9.0,6.7,,831.0
Alpha Code,2020.0,,"['Mystery', ' Sci-Fi', ' Thriller']",97.0,4.3,,905.0
Dead Island,2011.0,PG-13,"['Action', ' Adventure', ' Horror']",,7.2,,4267.0
Virtual Encounters,1996.0,R,"['Drama', ' Sci-Fi']",84.0,4.1,,309.0
Hard to Be a God,1989.0,,"['Adventure', ' Drama', ' Sci-Fi']",119.0,6.5,,1157.0
Demon Sex,2005.0,NR,['Sci-Fi'],87.0,2.2,,135.0
Cells at Work! Code Black,2021.0,PG-13,"['Animation', ' Action', ' Comedy']",24.0,7.5,,508.0
The Alien Factor,1978.0,G,"['Horror', ' Sci-Fi']",80.0,3.9,,1089.0
Ninpuu Sentai Hurricaneger,2002.0,PG,"['Action', ' Adventure', ' Comedy']",24.0,7.6,,147.0
Inspector Gadget,2015.0,G,"['Animation', ' Action', ' Adventure']",22.0,4.5,,640.0
Neon City,1991.0,R,"['Action', ' Adventure', ' Sci-Fi']",99.0,5.3,,1080.0
The Wide World of Mystery,1973.0,,"['Drama', ' Horror', ' Mystery']",90.0,7.5,,112.0
Z.P.G.,1972.0,PG,"['Sci-Fi', ' Thriller']",97.0,5.6,,1478.0
Behemoth,2011.0,NR,"['Action', ' Adventure', ' Comedy']",90.0,3.6,,1586.0
Woman in the Moon,1929.0,NR,"['Adventure', ' Comedy', ' Drama']",95.0,7.3,,3500.0
Kamen Rider Kabuto,2006.0,PG,"['Action', ' Adventure', ' Drama']",30.0,7.9,,478.0
Kamen Rider Zi-O,2018.0,PG,"['Action', ' Adventure', ' Comedy']",24.0,6.9,,315.0
Claw,2021.0,,"['Comedy', ' Horror', ' Sci-Fi']",81.0,4.1,,444.0
Blood Lake: Attack of the Killer Lampreys,2014.0,PG-13,"['Action', ' Comedy', ' Horror']",87.0,3.7,,1828.0
Vampiras: The Brides,2022.0,,"['Action', ' Mystery', ' Sci-Fi']",,,,
The Worthy,2016.0,,"['Action', ' Sci-Fi', ' Thriller']",99.0,5.1,,2056.0
Dragon Ball Z: The Return of Cooler,1992.0,NR,"['Animation', ' Action', ' Fantasy']",45.0,7.0,,7748.0
The Road to Hong Kong,1962.0,G,"['Comedy', ' Musical', ' Sci-Fi']",91.0,6.1,,2631.0
Dagon: Troll World Chronicles,,NR,"['Animation', ' Sci-Fi']",60.0,,,
Starflight: The Plane That Couldn't Land,1983.0,NR,"['Sci-Fi', ' Thriller']",115.0,4.8,,1133.0
Lupin the 3rd: The Mystery of Mamo,1978.0,PG-13,"['Animation', ' Action', ' Adventure']",102.0,6.9,,1462.0
The Wizard of Speed and Time,1988.0,PG,"['Biography', ' Comedy', ' Musical']",95.0,7.0,,2051.0
Star Tours: The Adventures Continue,2011.0,,"['Short', ' Action', ' Sci-Fi']",5.0,8.4,,765.0
Heavenquest: A Pilgrim's Progress,2020.0,NR,"['Action', ' Adventure', ' Fantasy']",92.0,3.6,,304.0
Nazi Overlord,2018.0,NC-17,"['Action', ' Adventure', ' Horror']",91.0,2.2,,770.0
Holmes and Yoyo,1976.0,,"['Comedy', ' Crime', ' Sci-Fi']",30.0,5.8,,238.0
The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space,1999.0,,"['Animation', ' Short', ' Adventure']",40.0,6.3,,195.0
Super Smash Bros. Melee,2001.0,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",,9.0,,3203.0
Planeta Bur,1962.0,,"['Adventure', ' Sci-Fi']",78.0,6.3,,1346.0
Battle of the Worlds,1961.0,NR,"['Horror', ' Sci-Fi']",84.0,4.3,,867.0
Gurren Lagann the Movie: The Lights in the Sky are Stars,2009.0,PG-13,"['Animation', ' Action', ' Drama']",126.0,8.0,,1055.0
Blade,2011.0,NR,"['Animation', ' Action', ' Horror']",25.0,6.5,,1105.0
One Shot,2014.0,,"['Action', ' Sci-Fi']",91.0,3.5,,590.0
Lucy 2,,,"['Action', ' Adventure', ' Sci-Fi']",,,,
ARIF V 216,2018.0,,"['Comedy', ' Fantasy', ' Music']",125.0,7.0,,36782.0
Epoch,2001.0,PG-13,"['Sci-Fi', ' Thriller']",96.0,4.8,,2434.0
Blake's 7,,,"['Drama', ' Sci-Fi']",,,,
Ghost in the Shell: Stand Alone Complex - Solid State Society,2006.0,,"['Animation', ' Action', ' Adventure']",108.0,7.8,,7177.0
Ultraman Orb,2016.0,PG-13,"['Action', ' Adventure', ' Comedy']",25.0,8.1,,189.0
Privilege,1967.0,,"['Comedy', ' Drama', ' Music']",103.0,6.8,,1227.0
"Now and Then, Here and There",1999.0,PG-13,"['Animation', ' Action', ' Adventure']",25.0,7.9,,1786.0
Mega Man,1994.0,G,"['Animation', ' Action', ' Adventure']",22.0,6.5,,1046.0
Meteor Moon,2020.0,NR,"['Action', ' Sci-Fi']",88.0,2.3,,555.0
Puppet Master: The Legacy,2003.0,NR,"['Fantasy', ' Horror', ' Sci-Fi']",80.0,2.7,,1561.0
Gamera: The Giant Monster,1965.0,NR,"['Action', ' Horror', ' Sci-Fi']",81.0,5.1,,3383.0
Xenoblade Chronicles,2010.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,9.0,,656.0
Trail of the Screaming Forehead,2007.0,NC-17,"['Comedy', ' Sci-Fi']",88.0,5.9,,820.0
Mega Shark vs. Mecha Shark,2014.0,NR,"['Action', ' Adventure', ' Comedy']",85.0,2.6,,3255.0
Switched,2018.0,NC-17,"['Drama', ' Sci-Fi']",35.0,7.1,,1475.0
Far Out Space Nuts,1975.0,,"['Comedy', ' Family', ' Sci-Fi']",30.0,6.2,,283.0
They Nest,2000.0,PG-13,"['Sci-Fi', ' Horror']",92.0,5.1,,2097.0
Blue World Order,2017.0,NR,"['Action', ' Adventure', ' Fantasy']",115.0,5.0,,4223.0
Tell Tale,2009.0,R,"['Drama', ' Horror', ' Sci-Fi']",93.0,5.4,,5137.0
Perman,1983.0,G,"['Animation', ' Action', ' Adventure']",15.0,7.9,,582.0
Lily C.A.T.,1987.0,PG-13,"['Animation', ' Action', ' Horror']",80.0,6.1,,972.0
Sword Art Online Alternative: Gun Gale Online,2018.0,PG-13,"['Animation', ' Action', ' Adventure']",24.0,6.8,,2404.0
Detention of the Dead,2012.0,NR,"['Action', ' Adventure', ' Comedy']",87.0,4.5,,2709.0
Lifted,2006.0,G,"['Animation', ' Short', ' Comedy']",5.0,7.8,,19775.0
Amanda & the Alien,1995.0,R,"['Comedy', ' Crime', ' Romance']",96.0,4.6,,682.0
They Saved Hitler's Brain,1968.0,NR,"['Action', ' Adventure', ' Sci-Fi']",91.0,2.4,,885.0
Gun x Sword,2005.0,PG-13,"['Animation', ' Action', ' Sci-Fi']",24.0,7.2,,557.0
SheBorg,2016.0,,"['Action', ' Adventure', ' Comedy']",90.0,3.9,,282.0
Revenge of the Stepford Wives,1980.0,PG,"['Mystery', ' Sci-Fi', ' Thriller']",96.0,4.9,,462.0
The Black Hole,2016.0,NR,"['Sci-Fi', ' Thriller']",111.0,3.0,,522.0
Nathan's Kingdom,2020.0,,"['Adventure', ' Drama', ' Sci-Fi']",93.0,5.6,,2747.0
Caso 63,2020.0,,['Sci-Fi'],,9.1,,110.0
Fragtime,2019.0,,"['Animation', ' Drama', ' Fantasy']",61.0,6.0,,444.0
Ansatsu kyôshitsu,2015.0,PG-13,"['Action', ' Adventure', ' Comedy']",110.0,6.2,,2057.0
El Refugio,2022.0,R,['Sci-Fi'],,6.0,,77.0
Computer Love,2023.0,,"['Short', ' Comedy', ' Romance']",15.0,,,
The History of Time Travel,2014.0,PG-13,"['Drama', ' Sci-Fi']",72.0,6.9,,1453.0
Stormageddon,2015.0,NR,"['Action', ' Drama', ' Sci-Fi']",90.0,4.5,,1249.0
King Arthur and the Knights of the Round Table,2017.0,NR,"['Action', ' Adventure', ' Crime']",88.0,2.2,,638.0
Roller Blade,1986.0,,"['Action', ' Comedy', ' Sci-Fi']",88.0,3.2,,491.0
Crawlspace,2012.0,NR,"['Action', ' Horror', ' Mystery']",86.0,4.8,,3079.0
Attack of the Killer Tomatoes,1990.0,G,"['Animation', ' Comedy', ' Sci-Fi']",23.0,6.1,,475.0
Things to Come,1976.0,R,['Sci-Fi'],97.0,4.5,,157.0
Miss 2059,2016.0,,"['Comedy', ' Sci-Fi']",,7.1,,127.0
Warframe,2013.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,7.4,,675.0
The Zeta Project,2001.0,G,"['Animation', ' Action', ' Adventure']",30.0,7.0,,910.0
Heart of a Dog,1988.0,PG,"['Comedy', ' Drama', ' Sci-Fi']",136.0,8.6,,8015.0
Megalodon,2002.0,PG-13,"['Action', ' Adventure', ' Horror']",90.0,2.9,,2184.0
Before We Vanish,2017.0,R,"['Drama', ' Sci-Fi']",129.0,6.1,64.0,2499.0
Unnatural History,2010.0,PG,"['Action', ' Adventure', ' Drama']",60.0,7.3,,1432.0
Pororo3: Cyber Space Adventure,2015.0,,"['Animation', ' Action', ' Adventure']",90.0,6.0,,21.0
"Aelita, the Queen of Mars",1924.0,NR,"['Adventure', ' Comedy', ' Drama']",111.0,6.4,,2667.0
The Dark,1993.0,R,"['Horror', ' Sci-Fi']",87.0,4.7,,895.0
The Quiet Hour,2014.0,,"['Drama', ' Sci-Fi', ' Thriller']",85.0,4.6,,1424.0
Mutant Girls Squad,2010.0,NR,"['Action', ' Comedy', ' Fantasy']",89.0,5.6,,1917.0
The Ninth Passenger,2018.0,R,"['Action', ' Comedy', ' Horror']",76.0,3.1,,766.0
Journey to the Unknown,1968.0,,"['Drama', ' Horror', ' Mystery']",60.0,7.7,,225.0
The Honeymoon Phase,2019.0,,"['Horror', ' Sci-Fi', ' Thriller']",89.0,4.5,,1007.0
Zombie Spring Breakers,2016.0,NR,"['Action', ' Comedy', ' Horror']",95.0,3.2,,999.0
Jack Brooks: Monster Slayer,2007.0,R,"['Action', ' Comedy', ' Horror']",85.0,5.9,46.0,6437.0
The Order: 1886,2015.0,PG-13,"['Action', ' Fantasy', ' Horror']",,7.3,,2348.0
Shark Week,2012.0,PG-13,"['Action', ' Adventure', ' Horror']",89.0,2.4,,1391.0
Doraemon the Movie: Nobita and the Birth of Japan,2016.0,,"['Animation', ' Adventure', ' Comedy']",104.0,6.7,,767.0
The Cabbage Soup,1981.0,,"['Comedy', ' Drama', ' Sci-Fi']",102.0,6.5,,8647.0
Mythica: The Iron Crown,2016.0,,"['Action', ' Adventure', ' Drama']",93.0,5.4,,1650.0
Being Leonardo Da Vinci,2019.0,,"['Drama', ' History', ' Mystery']",80.0,7.5,,36.0
Nemesis 5: The New Model,2017.0,NR,"['Action', ' Sci-Fi']",71.0,2.5,,734.0
Kudi Yedamaithe,2021.0,,"['Crime', ' Sci-Fi', ' Thriller']",33.0,8.2,,1237.0
Dad,2019.0,,"['Short', ' Comedy', ' Drama']",,7.8,,63.0
Superman,1941.0,G,"['Animation', ' Short', ' Action']",10.0,7.3,,3168.0
Night Warriors: Darkstalkers' Revenge,1997.0,PG-13,"['Animation', ' Action', ' Adventure']",180.0,6.5,,409.0
Blood Freak,1972.0,NC-17,"['Horror', ' Sci-Fi']",86.0,3.6,,1712.0
Life's a Glitch with Julien Bam,2021.0,NC-17,"['Comedy', ' Sci-Fi']",35.0,4.3,,377.0
Reaper,2014.0,NR,"['Crime', ' Horror', ' Sci-Fi']",90.0,5.1,,7405.0
The Adventures of the Galaxy Rangers,1986.0,NC-17,"['Animation', ' Action', ' Adventure']",30.0,7.6,,1301.0
Mermaids: The New Evidence,2013.0,PG,['Sci-Fi'],42.0,4.4,,347.0
Pokémon Ranger and the Temple of the Sea,2006.0,G,"['Animation', ' Action', ' Adventure']",105.0,5.9,,2666.0
The War of the Worlds: The Musical Drama,2018.0,,"['Adventure', ' Musical', ' Sci-Fi']",,7.8,,35.0
Freakdog,2008.0,R,"['Fantasy', ' Horror', ' Sci-Fi']",82.0,4.9,,2892.0
Komodo vs. Cobra,2005.0,PG-13,"['Action', ' Adventure', ' Comedy']",94.0,2.7,,2205.0
Dragon Ball: Sleeping Beauty in Devil Castle,1987.0,PG-13,"['Animation', ' Action', ' Adventure']",45.0,6.6,,2355.0
Gorgo,1961.0,NR,"['Horror', ' Sci-Fi']",78.0,5.5,,3632.0
Veronica 2030,1999.0,R,"['Romance', ' Sci-Fi']",70.0,3.8,,515.0
Alienated,2021.0,,"['Romance', ' Sci-Fi']",99.0,5.1,,517.0
Intergalactic Swingers,2013.0,NR,"['Comedy', ' Sci-Fi']",,5.4,,71.0
O Santo Pecador,2002.0,R,"['Fantasy', ' Horror', ' Sci-Fi']",90.0,4.2,,1015.0
Dallas & Robo,2018.0,,"['Animation', ' Comedy', ' Sci-Fi']",,6.6,,351.0
What's Up,2009.0,NR,"['Animation', ' Fantasy', ' Horror']",45.0,1.1,,1045.0
Frankenstein Created Bikers,2016.0,NC-17,"['Action', ' Crime', ' Horror']",125.0,5.4,,878.0
Doraemon: Nobita and the Haunts of Evil,1982.0,,"['Animation', ' Adventure', ' Comedy']",91.0,6.8,,296.0
Interreflections,2020.0,,"['Fantasy', ' Sci-Fi']",165.0,6.9,,9281.0
Dragon Ball Z: Bio-Broly,1994.0,PG,"['Animation', ' Action', ' Sci-Fi']",47.0,5.9,,5189.0
Nightfall,1988.0,PG-13,"['Mystery', ' Sci-Fi']",83.0,2.6,,727.0
Cleo,2019.0,,"['Adventure', ' Comedy', ' Drama']",99.0,6.5,,572.0
The Bugs Bunny/Road-Runner Movie,1979.0,G,"['Animation', ' Comedy', ' Family']",98.0,7.2,,4195.0
Like Cattle Towards Glow,2015.0,NR,"['Drama', ' Sci-Fi']",93.0,4.3,,352.0
Eep!,2010.0,,"['Drama', ' Family', ' Fantasy']",82.0,6.3,,471.0
The Wasp Woman,1995.0,R,"['Horror', ' Sci-Fi', ' Thriller']",87.0,4.1,,527.0
The Corpse Vanishes,1942.0,G,"['Horror', ' Sci-Fi']",64.0,4.5,,3232.0
City Under Siege,2010.0,,"['Action', ' Sci-Fi', ' Thriller']",110.0,4.7,,941.0
Track of the Moon Beast,1976.0,PG,"['Horror', ' Sci-Fi']",90.0,2.2,,3711.0
Darkman III: Die Darkman Die,1996.0,R,"['Action', ' Crime', ' Horror']",87.0,4.7,,3990.0
Dragon Ball: Episode of Bardock,2011.0,PG,"['Animation', ' Short', ' Action']",20.0,7.3,,2192.0
The Visitors,1983.0,,"['Comedy', ' Family', ' Fantasy']",30.0,8.3,,669.0
The Simpsons: Hit & Run,2003.0,PG-13,"['Animation', ' Action', ' Adventure']",,8.2,,2687.0
Lego Marvel Super Heroes 2,2017.0,PG,"['Action', ' Adventure', ' Family']",,7.4,,945.0
Bug Buster,1998.0,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",93.0,3.9,,1063.0
Shrek's Thrilling Tales,2012.0,PG,"['Animation', ' Short', ' Comedy']",73.0,6.3,,1071.0
After the End,2017.0,,"['Adventure', ' Drama', ' Sci-Fi']",90.0,5.5,,99.0
High Desert Kill,1989.0,PG-13,"['Action', ' Crime', ' Drama']",89.0,5.1,,340.0
Time Chasers,1994.0,PG-13,['Sci-Fi'],89.0,2.4,,3419.0
"Doraemon: The Records of Nobita, Spaceblazer",1981.0,,"['Animation', ' Adventure', ' Family']",90.0,6.7,,302.0
Jeff Wayne's Musical Version of the War of the Worlds Alive on Stage! The New Generation,2013.0,,"['Musical', ' Sci-Fi']",118.0,7.6,,447.0
Legend: A Dragon Ball Tale,2022.0,,"['Animation', ' Short', ' Action']",10.0,8.8,,88.0
Rise of the Zombies,2012.0,PG-13,"['Action', ' Adventure', ' Drama']",89.0,3.8,,3221.0
The Adventures of Captain Zoom in Outer Space,1995.0,,"['Adventure', ' Comedy', ' Sci-Fi']",87.0,5.5,,427.0
Destroy All Humans!,2020.0,PG-13,"['Action', ' Adventure', ' Comedy']",,6.9,,284.0
The Wrong Todd,2018.0,,"['Comedy', ' Sci-Fi']",90.0,5.5,,230.0
Parts Per Billion,2014.0,R,"['Drama', ' Romance', ' Sci-Fi']",98.0,4.3,,2084.0
Goldengirl,1979.0,PG,"['Drama', ' Sci-Fi', ' Sport']",104.0,4.7,,444.0
White Sky,2021.0,,"['Action', ' Sci-Fi']",104.0,2.9,,230.0
Nydenion,2010.0,,['Sci-Fi'],89.0,3.9,,331.0
Star Wars Galaxy of Adventures,2018.0,,"['Animation', ' Short', ' Action']",11.0,6.1,,717.0
Lifeline,2017.0,NC-17,"['Action', ' Sci-Fi', ' Thriller']",25.0,6.1,,830.0
Historias para no dormir,1966.0,,"['Crime', ' Drama', ' Horror']",,7.9,,234.0
13 Sentinels: Aegis Rim,2019.0,PG-13,"['Action', ' Adventure', ' Drama']",,8.7,,145.0
The Chronicles of Riddick: Escape from Butcher Bay,2004.0,PG-13,"['Action', ' Crime', ' Sci-Fi']",,8.6,,3182.0
The Gracefield Incident,2017.0,PG-13,"['Action', ' Horror', ' Mystery']",89.0,4.2,21.0,2387.0
Untitled Alien Project,,,"['Horror', ' Sci-Fi']",,,,
Roujin Z,1991.0,PG-13,"['Animation', ' Comedy', ' Drama']",80.0,6.8,,2776.0
Space Is the Place,1974.0,R,"['Sci-Fi', ' Music']",82.0,6.5,,1195.0
Mobile Suit Gundam: Char's Counterattack,1988.0,,"['Animation', ' Action', ' Drama']",124.0,7.3,,1751.0
Foxter & Max,2019.0,,"['Adventure', ' Family', ' Fantasy']",90.0,6.0,,195.0
The Prototype,2022.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",97.0,2.2,,11915.0
Psycho-Pass: The Movie,2015.0,NC-17,"['Animation', ' Action', ' Crime']",113.0,7.1,,3999.0
Housewives from Another World,2010.0,NR,"['Comedy', ' Sci-Fi']",82.0,4.4,,307.0
Jack vs Lanterns,2017.0,,"['Comedy', ' Horror', ' Sci-Fi']",105.0,2.8,,68.0
Flash Gordon's Trip to Mars,1938.0,G,"['Action', ' Adventure', ' Family']",299.0,7.0,,993.0
Night Skies,2007.0,R,"['Horror', ' Sci-Fi', ' Thriller']",85.0,4.5,,2962.0
King of Thorn,2009.0,NC-17,"['Animation', ' Adventure', ' Horror']",120.0,6.3,,2728.0
Bezná selhání,2022.0,,"['Drama', ' Sci-Fi']",85.0,7.4,,19.0
Roar: Tigers of the Sundarbans,2014.0,,"['Action', ' Adventure', ' Sci-Fi']",123.0,5.6,,766.0
Alien Private Eye,1989.0,,"['Action', ' Sci-Fi']",95.0,4.1,,255.0
Parasite Dolls,2003.0,NC-17,"['Animation', ' Action', ' Crime']",85.0,6.2,,619.0
Space Girls in Beverly Hills,2009.0,NR,['Sci-Fi'],94.0,3.1,,153.0
Jeff & Some Aliens,2017.0,NC-17,"['Animation', ' Comedy', ' Sci-Fi']",21.0,8.0,,1720.0
Exo-Man,1977.0,,"['Action', ' Adventure', ' Sci-Fi']",95.0,5.2,,165.0
Cyborg Cop,1993.0,R,"['Action', ' Sci-Fi']",95.0,4.1,,1227.0
Ravagers,1979.0,PG,"['Drama', ' Fantasy', ' Sci-Fi']",90.0,4.6,,458.0
America 3000,1986.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",92.0,4.2,,1440.0
Accel World,2012.0,PG-13,"['Animation', ' Action', ' Romance']",24.0,7.1,,2140.0
Diamantino,2018.0,PG-13,"['Comedy', ' Drama', ' Fantasy']",96.0,6.4,75.0,2891.0
Six: The Mark Unleashed,2004.0,NR,"['Action', ' Drama', ' Sci-Fi']",107.0,4.1,,1519.0
Satria Dewa: Gatotkaca,2022.0,PG-13,"['Action', ' Adventure', ' Drama']",129.0,6.4,,264.0
Rewind,2013.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",76.0,6.1,,1480.0
Escaflowne: The Movie,2000.0,PG-13,"['Adventure', ' Animation', ' Drama']",98.0,6.6,50.0,3673.0
Starship Troopers Deadlock,2022.0,,"['Short', ' Action', ' Adventure']",41.0,,,
SSSS.Gridman,2018.0,PG-13,"['Animation', ' Action', ' Adventure']",23.0,7.0,,699.0
My Robot Brother,2022.0,,"['Family', ' Sci-Fi']",84.0,6.9,,53.0
"Aliens, Clowns & Geeks",2019.0,,"['Comedy', ' Sci-Fi']",90.0,6.4,,32.0
Nazis at the Center of the Earth,2012.0,R,"['Action', ' Adventure', ' Comedy']",89.0,3.1,,3744.0
"Honey, I Shrunk the Audience",1994.0,NR,"['Short', ' Comedy', ' Sci-Fi']",23.0,7.1,,1826.0
Zodiac,2022.0,,"['Adventure', ' Drama', ' Fantasy']",,,,
Mobile Suit Gundam 0083: Stardust Memory,1991.0,NR,"['Animation', ' Action', ' Drama']",,7.8,,1083.0
