movie,year,rating,genre,runtime_min,imdb,metascore,votes
Freaky Stories,1997.0,,"['Animation', ' Comedy', ' Fantasy']",,7.6,,470.0
The Reluctant Astronaut,1967.0,G,"['Comedy', ' Family', ' Sci-Fi']",101.0,6.3,,2459.0
Crash the System,2022.0,,"['Comedy', ' Sci-Fi', ' Thriller']",,9.5,,54.0
Annedroids,2013.0,G,"['Action', ' Family', ' Sci-Fi']",24.0,6.3,,380.0
The Pink Panther,1993.0,G,"['Animation', ' Short', ' Adventure']",30.0,6.8,,1474.0
Captain Battle: Legacy War,2013.0,,"['Action', ' Sci-Fi', ' War']",90.0,1.2,,529.0
H+,2011.0,,['Sci-Fi'],5.0,7.1,,749.0
Family Guy: Back to the Multiverse,2012.0,PG-13,"['Animation', ' Action', ' Adventure']",,6.7,,544.0
Crash Bandicoot,1996.0,G,"['Animation', ' Action', ' Adventure']",,8.2,,3223.0
Siberia,2013.0,,"['Adventure', ' Drama', ' Horror']",,7.0,,3450.0
The Raven,,,"['Action', ' Sci-Fi', ' Thriller']",,,,
Good vs Evil,1999.0,,"['Action', ' Comedy', ' Sci-Fi']",60.0,7.5,,650.0
3%,2011.0,,"['Drama', ' Fantasy', ' Sci-Fi']",27.0,7.8,,2224.0
Age of Tomorrow,2014.0,,"['Action', ' Sci-Fi', ' Thriller']",90.0,2.1,,2453.0
Interzone,1989.0,R,"['Action', ' Comedy', ' Sci-Fi']",97.0,3.9,,415.0
Frankenstein Island,1981.0,PG,"['Horror', ' Sci-Fi']",97.0,2.0,,1198.0
Dark Planet,2008.0,PG,"['Action', ' Adventure', ' Sci-Fi']",115.0,5.1,,5568.0
Agent Stoker,2021.0,,"['Horror', ' Sci-Fi', ' Thriller']",,7.9,,9.0
The Fabulous Baron Munchausen,1962.0,NR,"['Animation', ' Adventure', ' Comedy']",83.0,7.7,,2595.0
The Bowery Boys Meet the Monsters,1954.0,G,"['Comedy', ' Horror', ' Sci-Fi']",65.0,6.0,,694.0
Godzilla,1977.0,,['Sci-Fi'],106.0,5.3,,481.0
Star Wars: Jedi Knight - Dark Forces II,1997.0,,"['Action', ' Adventure', ' Fantasy']",,8.5,,1346.0
Plughead Rewired: Circuitry Man II,1994.0,R,['Sci-Fi'],98.0,3.6,,450.0
The Police Are Blundering in the Dark,1975.0,NR,"['Crime', ' Mystery', ' Sci-Fi']",87.0,5.0,,346.0
Spider Man: Lost Cause,2014.0,,"['Action', ' Adventure', ' Comedy']",140.0,4.5,,437.0
Duke Nukem 3D,1996.0,PG-13,"['Action', ' Adventure', ' Comedy']",,8.4,,3247.0
Pizza Man,2011.0,PG-13,"['Action', ' Family', ' Sci-Fi']",90.0,3.9,,325.0
Quatermass,1979.0,,"['Drama', ' Sci-Fi', ' Thriller']",204.0,7.0,,797.0
The Panther Women,1967.0,PG,"['Horror', ' Action', ' Sci-Fi']",87.0,5.6,,82.0
Joy of Life,2019.0,,"['Action', ' Comedy', ' Drama']",45.0,8.1,,1113.0
Astonishing X-Men,2009.0,G,"['Animation', ' Action', ' Sci-Fi']",69.0,7.2,,991.0
Depth,2016.0,,"['Horror', ' Sci-Fi']",,7.1,,23.0
Murder in a Blue World,1973.0,R,"['Crime', ' Drama', ' Sci-Fi']",88.0,5.5,,468.0
Luna Park,,,"['Action', ' Adventure', ' Sci-Fi']",,,,
Manborg,2011.0,NR,"['Action', ' Adventure', ' Comedy']",70.0,5.5,,2730.0
Doctor Who: Dark Eyes 1,2012.0,,['Sci-Fi'],,,,
Kong: King of the Apes,2016.0,G,"['Animation', ' Action', ' Adventure']",,5.8,,340.0
Last Exile,2003.0,PG,"['Animation', ' Action', ' Adventure']",,7.9,,3683.0
Darth Maul: Apprentice,2016.0,,"['Short', ' Action', ' Sci-Fi']",18.0,7.7,,2546.0
Spider-Man: The Dragon's Challenge,1979.0,PG,"['Action', ' Adventure', ' Crime']",92.0,4.9,,1228.0
Scavenger,2019.0,,"['Action', ' Crime', ' Horror']",73.0,5.3,,128.0
The Last Boy,2019.0,,"['Fantasy', ' Mystery', ' Sci-Fi']",87.0,5.5,,12367.0
The Alien Autopsy,1995.0,,"['Short', ' Horror', ' Sci-Fi']",21.0,5.6,,49.0
Creators: The Past,2019.0,,"['Fantasy', ' Sci-Fi']",97.0,5.0,,178.0
The Shadow Effect,2017.0,NR,"['Mystery', ' Sci-Fi', ' Thriller']",93.0,4.2,,1840.0
The 5th Kind,2017.0,,"['Horror', ' Mystery', ' Sci-Fi']",72.0,4.8,,1590.0
Await the Dawn,2020.0,,"['Horror', ' Sci-Fi']",90.0,3.6,,473.0
Trigun: Badlands Rumble,2010.0,PG-13,"['Animation', ' Action', ' Adventure']",90.0,7.4,,5435.0
Thor: Tales of Asgard,2011.0,NR,"['Animation', ' Action', ' Adventure']",77.0,6.2,,5599.0
Godless Youth,2017.0,,"['Crime', ' Drama', ' Mystery']",114.0,5.7,,1734.0
Hardwired,2009.0,R,"['Action', ' Sci-Fi']",94.0,4.7,,4341.0
Man Vs.,2015.0,,"['Horror', ' Sci-Fi', ' Thriller']",84.0,5.6,,3156.0
Dark Oracle,2004.0,,"['Animation', ' Action', ' Adventure']",30.0,7.4,,493.0
SparkShorts,2019.0,G,"['Animation', ' Short', ' Comedy']",8.0,7.8,,803.0
Within the Rock,1996.0,R,"['Horror', ' Sci-Fi']",85.0,4.3,,653.0
Bullet Ballet,1998.0,NR,"['Crime', ' Drama', ' Sci-Fi']",87.0,7.0,,2740.0
"The Six Million Dollar Man: Wine, Women and War",1973.0,PG,"['Action', ' Drama', ' Sci-Fi']",73.0,6.9,,946.0
Star Odyssey,1979.0,,['Sci-Fi'],103.0,2.8,,678.0
Aliens in the Family,1996.0,,"['Comedy', ' Sci-Fi']",30.0,6.4,,127.0
Thunderbird 6,1968.0,G,"['Animation', ' Action', ' Adventure']",89.0,6.3,,1514.0
The Karate Dog,2005.0,PG,"['Action', ' Comedy', ' Crime']",84.0,2.7,,1554.0
Quantum Leap: A Leap to Di for,2009.0,,"['Short', ' Drama', ' Sci-Fi']",43.0,5.2,,59.0
Conker's Bad Fur Day,2001.0,PG-13,"['Action', ' Adventure', ' Comedy']",,8.8,,1374.0
Skyrunners,2009.0,PG,"['Family', ' Sci-Fi']",92.0,5.0,,1325.0
Bubblegum Crisis: Tokyo 2040,1998.0,NC-17,"['Animation', ' Action', ' Adventure']",,7.1,,846.0
Alien vs. Ninja,2010.0,,"['Action', ' Comedy', ' Fantasy']",80.0,4.4,,2256.0
Timestalkers,1987.0,NR,"['Adventure', ' Drama', ' Sci-Fi']",100.0,5.6,,1429.0
Cyborg 2087,1966.0,,"['Action', ' Drama', ' Sci-Fi']",86.0,5.2,,533.0
"O-Bi, O-Ba: The End of Civilization",1985.0,,"['Drama', ' Mystery', ' Sci-Fi']",88.0,7.2,,1371.0
James Cameron's Story of Science Fiction,2018.0,,"['Documentary', ' Sci-Fi']",60.0,7.9,,1297.0
Tokyo Mew Mew,2002.0,G,"['Animation', ' Action', ' Adventure']",24.0,6.9,,1208.0
No Time for Nuts,2006.0,G,"['Animation', ' Short', ' Adventure']",7.0,7.5,,4058.0
Infinite Dendrogram,2020.0,PG-13,"['Animation', ' Adventure', ' Fantasy']",24.0,6.1,,411.0
Yin Yang Yo!,2006.0,G,"['Animation', ' Short', ' Action']",10.0,6.0,,2759.0
Adrenalin: Fear the Rush,1996.0,R,"['Action', ' Sci-Fi', ' Thriller']",77.0,3.8,,3689.0
Portal: No Escape,2011.0,,"['Short', ' Action', ' Sci-Fi']",7.0,7.1,,2338.0
Supernova,2005.0,NR,"['Action', ' Adventure', ' Drama']",172.0,3.7,,1765.0
Wolfenstein,2009.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,7.4,,1584.0
End of the World,2013.0,PG-13,"['Action', ' Adventure', ' Drama']",85.0,4.7,,1670.0
Stargames,1997.0,,['Sci-Fi'],90.0,1.6,,485.0
Night of the Bloody Apes,1969.0,R,"['Horror', ' Sci-Fi']",83.0,4.9,,1118.0
The Unborn II,1994.0,R,"['Horror', ' Sci-Fi']",83.0,4.1,,434.0
Sixteen Tongues,1999.0,NR,"['Horror', ' Sci-Fi']",80.0,3.9,,236.0
Doraemon: Nobita no uchuu eiyuuki,2015.0,,"['Animation', ' Action', ' Adventure']",100.0,6.4,,679.0
Parallel Minds,2020.0,,"['Horror', ' Sci-Fi', ' Thriller']",86.0,4.3,,5513.0
The Last Transport,,,['Sci-Fi'],,,,
Judgment Day,1998.0,R,"['Action', ' Sci-Fi', ' Thriller']",95.0,4.5,,1188.0
Broken Darkness,2017.0,,"['Action', ' Drama', ' Sci-Fi']",118.0,4.6,,303.0
Spyro Reignited Trilogy,2018.0,PG,"['Animation', ' Action', ' Adventure']",,8.5,,1107.0
Marvel Ultimate Alliance 3: The Black Order,2019.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,7.8,,269.0
Repligator,1998.0,NR,"['Action', ' Comedy', ' Sci-Fi']",86.0,2.5,,272.0
Decoder,1984.0,NR,"['Horror', ' Mystery', ' Sci-Fi']",87.0,6.4,,909.0
Wyrmwood: Chronicles of the Dead - Teaser,2017.0,,"['Short', ' Action', ' Horror']",7.0,7.6,,259.0
The Breastford Wives,2007.0,,"['Action', ' Crime', ' Drama']",79.0,4.0,,485.0
Slow Bob in the Lower Dimensions,1991.0,,"['Animation', ' Short', ' Adventure']",6.0,6.8,,257.0
"Invasion, U.S.A.",1952.0,G,"['Drama', ' Sci-Fi', ' War']",73.0,3.4,,1525.0
Cowboys vs Dinosaurs,2015.0,NR,"['Action', ' Adventure', ' Horror']",89.0,2.7,,1507.0
Alien Planet,2005.0,NR,"['Documentary', ' Animation', ' Adventure']",94.0,7.2,,1590.0
All the Gods in the Sky,2018.0,,"['Drama', ' Horror', ' Sci-Fi']",110.0,6.1,,629.0
Flesh Feast,1970.0,R,"['Fantasy', ' Horror', ' Mystery']",72.0,2.5,,721.0
Stryker,1983.0,R,"['Action', ' Sci-Fi']",86.0,4.3,,730.0
The Second Renaissance Part I,2003.0,NC-17,"['Animation', ' Short', ' Drama']",9.0,8.0,,7913.0
Uchu Sentai Kyuranger,2017.0,PG,"['Action', ' Adventure', ' Comedy']",25.0,7.3,,147.0
Son of Godzilla,1967.0,PG,"['Action', ' Adventure', ' Comedy']",84.0,5.2,,4963.0
Manifest Destiny Down: Spacetime,2019.0,,"['Comedy', ' Musical', ' Romance']",101.0,4.4,,2742.0
Men in White,1998.0,,"['Comedy', ' Sci-Fi']",83.0,2.7,,1241.0
Bad Girl Island,2007.0,R,"['Mystery', ' Sci-Fi']",90.0,3.3,,602.0
Phantom 2040,1994.0,G,"['Animation', ' Action', ' Crime']",30.0,7.2,,621.0
Division 19,2017.0,,"['Action', ' Sci-Fi', ' Thriller']",93.0,4.4,,4051.0
The Frankenstein Theory,2013.0,NR,"['Horror', ' Sci-Fi']",87.0,4.3,,3213.0
Kiteretsu,1988.0,,"['Animation', ' Sci-Fi']",25.0,7.2,,482.0
The Head,1994.0,PG-13,"['Animation', ' Action', ' Adventure']",22.0,6.9,,1273.0
Yatterman,2009.0,,"['Action', ' Adventure', ' Comedy']",111.0,6.0,,1961.0
T h e m,2021.0,,"['Sci-Fi', ' Thriller']",84.0,5.6,,66.0
Kiznaiver,2016.0,PG-13,"['Animation', ' Drama', ' Romance']",24.0,7.0,,1494.0
Bobcat Goldthwait's Misfits & Monsters,2018.0,,"['Comedy', ' Drama', ' Fantasy']",25.0,6.9,,510.0
The Sub-Mariner,1966.0,G,"['Animation', ' Action', ' Fantasy']",,6.4,,475.0
SuperTed,1983.0,G,"['Animation', ' Action', ' Adventure']",10.0,6.8,,1503.0
Ultraman: The Ultimate Hero,1993.0,PG,"['Action', ' Adventure', ' Drama']",27.0,6.5,,81.0
I'm Here,2010.0,,"['Short', ' Drama', ' Romance']",31.0,7.7,,7743.0
Voyage to the Prehistoric Planet,1965.0,NR,"['Adventure', ' Sci-Fi']",74.0,3.8,,1770.0
RedaKai,2011.0,G,"['Animation', ' Action', ' Adventure']",22.0,5.5,,261.0
Blame the Hero,2019.0,NC-17,"['Action', ' Adventure', ' Comedy']",15.0,8.7,,208.0
Doomsday Book,2012.0,NR,"['Comedy', ' Drama', ' Fantasy']",115.0,5.8,,3414.0
"Relax, I'm from the Future",2023.0,,"['Comedy', ' Sci-Fi']",94.0,,,
Moon Child,1989.0,,"['Fantasy', ' Sci-Fi']",118.0,6.2,,573.0
The Impact,2022.0,,"['Action', ' Drama', ' Sci-Fi']",142.0,7.3,,127.0
No Blade of Grass,1970.0,R,"['Drama', ' Sci-Fi']",96.0,5.8,,1830.0
Android Kunjappan Ver 5.25,2019.0,,"['Comedy', ' Drama', ' Sci-Fi']",140.0,8.2,,6043.0
Noobees,2018.0,,"['Comedy', ' Drama', ' Family']",50.0,8.1,,86.0
Crossbreed,2019.0,NR,"['Action', ' Comedy', ' Sci-Fi']",86.0,3.7,,4138.0
Brother John,1971.0,PG-13,"['Drama', ' Sci-Fi']",95.0,6.4,,792.0
Planet of the Astronauts,2022.0,R,"['Adventure', ' Comedy', ' Sci-Fi']",90.0,,,
Pokémon: Jirachi - Wish Maker,2003.0,NR,"['Animation', ' Action', ' Adventure']",81.0,5.7,,4175.0
Hellboy Animated: Sword of Storms,2006.0,PG,"['Animation', ' Action', ' Adventure']",77.0,6.4,,4598.0
Fortress 2: Re-Entry,2000.0,R,"['Action', ' Sci-Fi']",92.0,4.5,,7036.0
Dani Who?,2019.0,,"['Mystery', ' Sci-Fi', ' Thriller']",60.0,6.8,,119.0
MegaMan: NT Warrior,2001.0,G,"['Animation', ' Action', ' Adventure']",25.0,6.8,,898.0
Night of the Undead,2020.0,,"['Comedy', ' Sci-Fi', ' Thriller']",110.0,5.4,,221.0
Doraemon: Nobita's Three Visionary Swordsmen,1994.0,,"['Animation', ' Adventure', ' Comedy']",98.0,7.2,,506.0
Morons from Outer Space,1985.0,PG-13,"['Comedy', ' Sci-Fi']",90.0,4.5,39.0,2022.0
Time Runner,1993.0,R,"['Action', ' Adventure', ' Sci-Fi']",90.0,4.1,,1030.0
Mystery Science Theater 3000: The Movie,1996.0,PG-13,"['Comedy', ' Drama', ' Fantasy']",73.0,7.2,65.0,18498.0
Free LSD,2023.0,,"['Comedy', ' Music', ' Sci-Fi']",,,,
Gintama 2: Rules are Made to be Broken,2018.0,,"['Action', ' Adventure', ' Comedy']",134.0,6.4,,1056.0
August 8,2012.0,R,"['Action', ' Drama', ' Sci-Fi']",120.0,5.6,,2357.0
Doraemon,1973.0,,"['Animation', ' Comedy', ' Family']",30.0,8.0,,1343.0
The Intruder Within,1981.0,NR,"['Horror', ' Sci-Fi']",91.0,4.7,,467.0
Pokémon the Movie: Destiny Deoxys,2004.0,NR,"['Animation', ' Action', ' Adventure']",98.0,6.0,,4008.0
Bimbo Movie Bash,1997.0,R,"['Comedy', ' Horror', ' Sci-Fi']",80.0,3.3,,338.0
Land Shark,2017.0,,"['Action', ' Adventure', ' Comedy']",80.0,2.3,,308.0
Go Nagai's New Cutey Honey,1994.0,NR,"['Animation', ' Action', ' Adventure']",26.0,7.0,,287.0
The Zack Files,2000.0,G,"['Family', ' Comedy', ' Fantasy']",22.0,7.4,,561.0
Phoenix,2022.0,,"['Action', ' Drama', ' Sci-Fi']",,,,
Snoopy in Space,2019.0,G,"['Animation', ' Short', ' Adventure']",8.0,7.6,,694.0
Black Easter,2021.0,PG-13,"['Action', ' Adventure', ' Drama']",113.0,3.1,,463.0
Lolita from Interstellar Space,2014.0,NC-17,"['Comedy', ' Sci-Fi']",81.0,3.8,,193.0
Just Cause 4,2018.0,PG-13,"['Action', ' Adventure', ' Crime']",,5.8,,922.0
Hellboy Animated: Blood and Iron,2007.0,NR,"['Animation', ' Action', ' Adventure']",75.0,6.7,,3902.0
Dinosaur Squadron Zyuranger,1992.0,PG,"['Action', ' Adventure', ' Comedy']",25.0,8.0,,318.0
Without Warning,1994.0,NR,['Sci-Fi'],100.0,6.8,,1370.0
Stig of the Dump,2002.0,,"['Adventure', ' Drama', ' Family']",180.0,7.2,,164.0
Ninjak vs the Valiant Universe,2018.0,,"['Action', ' Adventure', ' Crime']",,6.6,,381.0
Les Harkis,2022.0,,"['Drama', ' History', ' Sci-Fi']",82.0,6.0,,28.0
Escape from Galaxy 3,1981.0,,"['Adventure', ' Fantasy', ' Romance']",92.0,3.1,,503.0
Saints Row: Gat Out of Hell,2015.0,PG-13,"['Action', ' Comedy', ' Fantasy']",,6.3,,1059.0
Star Wars: Wrath of the Mandalorian,2008.0,,"['Short', ' Action', ' Sci-Fi']",12.0,3.3,,659.0
The Incredible Hulk,1982.0,G,"['Action', ' Animation', ' Adventure']",24.0,6.7,,1576.0
Inversion,,,['Sci-Fi'],,,,
Hammer and Bolter,2021.0,,"['Animation', ' Action', ' Horror']",20.0,7.1,,298.0
Digby: The Biggest Dog in the World,1973.0,G,"['Adventure', ' Comedy', ' Family']",88.0,5.4,,759.0
Dark Season,1991.0,,"['Adventure', ' Family', ' Sci-Fi']",25.0,6.5,,226.0
Home: Adventures with Tip & Oh,2016.0,G,"['Animation', ' Short', ' Adventure']",23.0,6.2,,621.0
Srivalli,2017.0,,['Sci-Fi'],130.0,4.4,,60.0
The Hospital,,,"['Animation', ' Action', ' Adventure']",,,,
Atlantic Rim: Resurrection,2018.0,NR,"['Action', ' Adventure', ' Sci-Fi']",86.0,1.9,,886.0
Transformers: Cybertron,2005.0,G,"['Animation', ' Action', ' Adventure']",30.0,6.3,,908.0
Deus Ex: Human Revolution,2011.0,PG-13,"['Action', ' Adventure', ' Drama']",,8.6,,5623.0
Echo Torch,2016.0,,"['Short', ' Sci-Fi']",21.0,7.4,,144.0
Avengers Confidential: Black Widow & Punisher,2014.0,PG-13,"['Animation', ' Action', ' Adventure']",83.0,5.7,,4369.0
The House in Between 2,2022.0,,"['Documentary', ' Horror', ' Sci-Fi']",102.0,4.9,,98.0
App,2013.0,NR,"['Sci-Fi', ' Thriller']",75.0,5.4,,2623.0
Full Frontal,1993.0,,"['Comedy', ' Fantasy', ' Sci-Fi']",,7.6,,417.0
Command & Conquer: Tiberian Sun,1999.0,PG-13,"['Action', ' Sci-Fi', ' War']",,7.8,,1664.0
"Get Smart, Again!",1989.0,NR,"['Comedy', ' Sci-Fi']",96.0,6.2,,1372.0
O Dragão do Céu,1988.0,,"['Animation', ' Short', ' Sci-Fi']",42.0,6.6,,241.0
Meteoro: A Fuga,2021.0,PG-13,"['Sci-Fi', ' Thriller']",84.0,3.3,,184.0
Emmanuelle: The Meaning of Love,1994.0,,"['Romance', ' Sci-Fi']",93.0,4.1,,372.0
Super Shark,2011.0,NR,"['Action', ' Adventure', ' Comedy']",87.0,2.5,,2370.0
The Savage Bees,1976.0,NR,"['Horror', ' Sci-Fi', ' Thriller']",90.0,5.1,,652.0
G.I. Joe: A Real American Hero,1983.0,,"['Animation', ' Action', ' Sci-Fi']",300.0,8.0,,1957.0
Scarlet Nexus,2021.0,,"['Animation', ' Action', ' Sci-Fi']",,5.6,,193.0
The Crater Lake Monster,1977.0,PG,"['Adventure', ' Crime', ' Fantasy']",85.0,3.5,,1547.0
White Chamber,2018.0,,"['Drama', ' Horror', ' Sci-Fi']",89.0,4.4,,1534.0
Latitude Zero,1969.0,G,"['Action', ' Adventure', ' Sci-Fi']",89.0,5.9,,906.0
Final Fantasy XII,2006.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,8.2,,3366.0
Exosquad,1993.0,G,"['Animation', ' Drama', ' Sci-Fi']",30.0,8.4,,1173.0
Under the Mountain,1981.0,,"['Family', ' Sci-Fi', ' Thriller']",24.0,8.1,,397.0
Star Blazers 2202,2017.0,,"['Animation', ' Adventure', ' Drama']",25.0,7.0,,255.0
Nemesis 3: Time Lapse,1996.0,R,"['Action', ' Thriller', ' Sci-Fi']",91.0,2.9,,1427.0
The Lost Saucer,1975.0,,"['Family', ' Sci-Fi']",30.0,6.7,,225.0
First Born,1988.0,,"['Drama', ' Sci-Fi']",150.0,7.2,,273.0
Speed Racer: The Next Generation,2008.0,G,"['Animation', ' Short', ' Action']",22.0,4.0,,432.0
Annihilator,1986.0,,"['Horror', ' Sci-Fi', ' Thriller']",99.0,5.1,,398.0
Doraemon the Movie: Nobita's Treasure Island,2018.0,,"['Animation', ' Adventure', ' Comedy']",108.0,6.5,,862.0
Short Peace,2013.0,NC-17,"['Animation', ' Fantasy', ' Sci-Fi']",68.0,6.8,,1656.0
Flight World War II,2015.0,NR,"['Action', ' Adventure', ' Sci-Fi']",85.0,4.3,,2004.0
War of the Worlds,2005.0,R,"['Horror', ' Sci-Fi']",93.0,3.2,,2653.0
Sonic the Hedgehog 2,1992.0,G,"['Action', ' Adventure', ' Family']",,8.5,,2722.0
Gears of War 2,2008.0,PG-13,"['Action', ' Sci-Fi', ' War']",,8.7,,5536.0
Residue,2015.0,,"['Drama', ' Horror', ' Mystery']",102.0,5.3,,2277.0
Interceptor Force,1999.0,R,"['Action', ' Drama', ' Sci-Fi']",97.0,3.8,,915.0
Half-Life,,,"['Action', ' Adventure', ' Drama']",,,,
The 30 Foot Bride of Candy Rock,1959.0,G,"['Comedy', ' Sci-Fi']",73.0,5.4,,827.0
Mega Snake,2007.0,R,"['Action', ' Adventure', ' Comedy']",90.0,3.5,,1354.0
Subat,2012.0,,"['Crime', ' Drama', ' Fantasy']",95.0,7.9,,1621.0
Medinah,2016.0,,"['Adventure', ' Drama', ' Fantasy']",,7.9,,85.0
The Vulture,1966.0,G,"['Horror', ' Mystery', ' Sci-Fi']",91.0,4.1,,343.0
Ink & Rain,2018.0,,"['Action', ' Drama', ' Fantasy']",81.0,6.8,,25.0
To Boldly Flee,2012.0,NR,"['Action', ' Adventure', ' Comedy']",209.0,4.7,,1442.0
UFO Hunters,2008.0,,"['Documentary', ' History', ' Sci-Fi']",,6.4,,983.0
Noah's Shark,2021.0,NR,"['Action', ' Adventure', ' Horror']",71.0,1.6,,262.0
Devil's Triangle,2021.0,NR,"['Action', ' Fantasy', ' Horror']",87.0,2.3,,332.0
Cosmoball,2020.0,,"['Action', ' Sci-Fi', ' Sport']",118.0,4.7,,2307.0
The Last Dinosaur,1977.0,NR,"['Action', ' Adventure', ' Sci-Fi']",106.0,5.4,,818.0
Supersonic Man,1979.0,NR,"['Adventure', ' Comedy', ' Fantasy']",88.0,3.1,,988.0
Xtro 3: Watch the Skies,1995.0,R,"['Horror', ' Sci-Fi']",97.0,3.6,,1235.0
Spider-Man: Edge of Time,2011.0,PG-13,"['Action', ' Adventure', ' Drama']",,6.7,,627.0
Archie's Weird Mysteries,1999.0,G,"['Animation', ' Adventure', ' Comedy']",30.0,7.3,,713.0
"Gamera, Super Monster",1980.0,NR,"['Action', ' Family', ' Sci-Fi']",92.0,3.6,,910.0
Syngenor,1990.0,R,"['Horror', ' Sci-Fi']",98.0,4.3,,726.0
The Alien Dead,1980.0,R,"['Comedy', ' Horror', ' Sci-Fi']",74.0,2.7,,1167.0
Curse of the Swamp Creature,1968.0,NR,"['Horror', ' Sci-Fi']",80.0,2.5,,748.0
Rammbock: Berlin Undead,2010.0,R,"['Action', ' Drama', ' Horror']",63.0,6.3,,5717.0
Invasion America,1998.0,PG,"['Animation', ' Short', ' Action']",30.0,7.6,,372.0
Oban Star Racers: The Alwas Cycle,2006.0,G,"['Animation', ' Action', ' Adventure']",25.0,8.1,,1910.0
Pulse Pounders,1988.0,,"['Fantasy', ' Horror', ' Sci-Fi']",77.0,6.5,,255.0
Mad Dogs,2002.0,NR,"['Drama', ' Sci-Fi', ' Thriller']",91.0,5.2,,104.0
Star Trek Online,2010.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,7.8,,400.0
Fast Layne,2019.0,G,"['Adventure', ' Comedy', ' Family']",30.0,5.5,,244.0
Alien Outpost,2014.0,NR,"['Action', ' Sci-Fi', ' Thriller']",92.0,4.7,26.0,6326.0
Alpha Squad Seven,,,"['Action', ' Comedy', ' Sci-Fi']",,,,
Elliott from Earth,2021.0,G,"['Animation', ' Comedy', ' Family']",12.0,7.7,,339.0
The Tragedy of Man,2011.0,,"['Animation', ' Drama', ' History']",160.0,8.1,,943.0
Kill Order,2017.0,NR,"['Action', ' Sci-Fi']",77.0,4.1,,1638.0
Jett Jackson: The Movie,2001.0,PG,"['Action', ' Adventure', ' Comedy']",100.0,6.2,,1279.0
Appleseed: Ex Machina,2007.0,PG-13,"['Animation', ' Action', ' Adventure']",105.0,7.0,,9662.0
Torchwood 2000,2020.0,,['Sci-Fi'],,,,
Cloudy with a Chance of Meatballs,2017.0,G,"['Animation', ' Adventure', ' Comedy']",30.0,3.3,,777.0
The Adventure Game,1980.0,,"['Adventure', ' Family', ' Fantasy']",,8.6,,202.0
A Distant Thunder,1978.0,PG,"['Drama', ' Sci-Fi']",76.0,5.1,,403.0
The Nutty Professor,2008.0,PG,"['Animation', ' Comedy', ' Family']",75.0,4.7,,385.0
Bill & Ted's Excellent Adventures,1992.0,,"['Comedy', ' Fantasy', ' Sci-Fi']",30.0,5.4,,249.0
The Gifted: Graduation,2020.0,,"['Drama', ' Fantasy', ' Mystery']",,8.3,,828.0
E.T.: A Holiday Reunion,2019.0,,"['Short', ' Family', ' Sci-Fi']",4.0,6.8,,138.0
Freedom Fighters: The Ray,2017.0,PG,"['Animation', ' Action', ' Fantasy']",6.0,5.9,,1135.0
Z Dead End,2023.0,,"['Action', ' Horror', ' Sci-Fi']",,,,
Destroy All Humans! 2: Reprobed,2022.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,8.0,,24.0
Mighty Mouse: The New Adventures,1987.0,G,"['Animation', ' Action', ' Adventure']",30.0,7.0,,677.0
Stonados,2013.0,NR,"['Action', ' Adventure', ' Drama']",88.0,2.9,,955.0
Ingress,,,['Sci-Fi'],,,,
Vagrant Queen,2020.0,PG-13,"['Adventure', ' Sci-Fi']",43.0,5.2,,1956.0
Motto to Love Ru,2010.0,PG-13,"['Animation', ' Action', ' Comedy']",24.0,6.6,,583.0
Cold Zone,2017.0,NR,"['Action', ' Sci-Fi']",85.0,3.6,,866.0
Future Shock,1994.0,PG-13,"['Sci-Fi', ' Horror']",98.0,4.2,,489.0
Bloodsuckers,2005.0,R,"['Action', ' Horror', ' Sci-Fi']",99.0,4.3,,1778.0
The Beast of Hollow Mountain,1956.0,G,"['Horror', ' Romance', ' Sci-Fi']",79.0,4.1,,1735.0
The Outer Wild,2018.0,PG-13,"['Action', ' Adventure', ' Horror']",85.0,3.6,,666.0
Beast Machines: Transformers,1999.0,G,"['Animation', ' Action', ' Adventure']",30.0,6.7,,2540.0
Mobile Suit Gundam: NT - Narrative,2018.0,,"['Animation', ' Action', ' Drama']",88.0,6.1,,419.0
Children of the Whales,2017.0,NC-17,"['Animation', ' Drama', ' Fantasy']",24.0,7.0,,1602.0
Spider-Man 2: Another World,2018.0,,['Sci-Fi'],90.0,6.4,,300.0
DC Showcase: The Losers,2021.0,NR,"['Animation', ' Short', ' Adventure']",16.0,5.5,,507.0
Electric City,2012.0,,"['Animation', ' Short', ' Action']",,6.9,,306.0
Robotics;Notes,2012.0,PG-13,"['Animation', ' Action', ' Comedy']",25.0,6.9,,388.0
Almost Human,2013.0,NR,"['Horror', ' Sci-Fi', ' Thriller']",80.0,4.7,40.0,3314.0
The Elevator Game,2022.0,,"['Mystery', ' Sci-Fi']",74.0,,,
Mann & Machine,1992.0,,"['Action', ' Crime', ' Sci-Fi']",60.0,7.5,,325.0
Lorca and the Outlaws,1984.0,PG,['Sci-Fi'],84.0,3.3,,341.0
Second Sight,1989.0,PG,"['Comedy', ' Mystery', ' Sci-Fi']",83.0,4.3,,1375.0
